id,name,current_category,new_category
9523,"EXTERNAL STAIRS - iCarpentry","Remedial Contractors","Carpenters"
9548,"Superb Pergola N Decks Adelaide","Remedial Contractors","Pergola Builders"
9549,"Singh Carpentry & Constructions","Remedial Contractors","Carpenters"
9555,"DMV Outdoor Solutions Carports and Pergolas","Remedial Contractors","Pergola Builders"
9556,"All Type Roofing, Gutters & Verandahs","Remedial Contractors","Roofing Contractors"
9559,"Hammerhead Carpentry & Construction | Decking Specialists Adelaide","Remedial Contractors","Carpenters"
9565,"2NET Landscaping - Fencing, Decking, Retaining Walls, Paving, Lawn, Smart Irrigation","Remedial Contractors","Retaining Wall Contractors"
9570,"Jarred Brown Carpentry and Maintenance","Remedial Contractors","Carpenters"
9573,"J&S Pergola Installations","Remedial Contractors","Pergola Builders"
9584,"Oscar Paintings Pty Ltd","Remedial Contractors","Painters"
9585,"Bajwa Landscaping","Remedial Contractors","Landscape Contractors"
9600,"Valencia Painting and Decorating","Remedial Contractors","Painters"
9609,"4 Seasons Carpentry","Remedial Contractors","Carpenters"
9612,"Edge Painting","Remedial Contractors","Painters"
9614,"Glazing Solutions","Remedial Contractors","Glaziers"
9622,"ACT Waterproofing","Remedial Contractors","Licensed Waterproofers"
9623,"DeckSeal Canberra ( Canberra Decks and Carpentry)","Remedial Contractors","Carpenters"
9633,"Canberra Pergolas","Remedial Contractors","Pergola Builders"
9634,"Level Plumbing Canberra","Remedial Contractors","Commercial Plumbers"
9638,"ACT Landscaping Canberra","Remedial Contractors","Landscape Contractors"
9644,"MS Deck Repairs Canberra - Deck, Pergola & Carport Builders","Builders (General / Licensed)","Pergola Builders"
9646,"Ground Up Building & Carpentry","Remedial Contractors","Carpenters"
9647,"Prestige Plumbing and Building","Remedial Contractors","Commercial Plumbers"
9673,"Darwin Argos Painting","Remedial Contractors","Painters"
9675,"Darwin Painters & Decorating Contractors NT","Remedial Contractors","Painters"
9676,"Paintology Darwin Painting Services","Remedial Contractors","Painters"
9678,"Cutting Edge Carpentry and Constructions NT","Remedial Contractors","Carpenters"
9690,"Sydney Waterproofing Services pty ltd","Remedial Contractors","Licensed Waterproofers"
9691,"Hunter Waterproofing Specialists","Remedial Contractors","Licensed Waterproofers"
9692,"Geotech Built Restumping, Underpinning & Foundations","Remedial Contractors","Geotechnical Engineers"
9693,"AB Sydney Waterproofing - Waterproofers in Sydney","Remedial Contractors","Licensed Waterproofers"
9694,"Waterproofing Sydney","Remedial Contractors","Licensed Waterproofers"
9695,"Sydney Waterproofing NSW","Remedial Contractors","Licensed Waterproofers"
9699,"Sydney Waterproofing Services","Remedial Contractors","Licensed Waterproofers"
9700,"Waterproofing Solutions Australia","Remedial Contractors","Licensed Waterproofers"
9701,"Optimo Waterproofing Pty Ltd","Remedial Contractors","Licensed Waterproofers"
9704,"Mister Membrane Waterproofing Sydney","Remedial Contractors","Licensed Waterproofers"
9705,"Ultimate Waterproofing Solutions","Remedial Contractors","Licensed Waterproofers"
9706,"Sydney Choice Waterproofing","Remedial Contractors","Licensed Waterproofers"
9712,"WetStop Waterproofing Solutions PTY LTD Sydney NSW - Torch on waterproofing, Sheet waterproofing, Liquid waterproofing","Remedial Contractors","Licensed Waterproofers"
9718,"Austin Waterproofing","Remedial Contractors","Licensed Waterproofers"
9724,"Melbourne Waterproofers","Remedial Contractors","Licensed Waterproofers"
9725,"LF Waterproofing","Remedial Contractors","Licensed Waterproofers"
9728,"Elite Waterproofing Victoria PTY LTD","Remedial Contractors","Licensed Waterproofers"
9738,"Viridian Waterproofing","Remedial Contractors","Licensed Waterproofers"
9744,"Service Today Plumber Melbourne","Remedial Contractors","Commercial Plumbers"
9745,"DST PROJECT MANAGEMENT AND CONSTRUCTION PTY LTD","Remedial Contractors","Project Managers"
9746,"O'Connor Caulking Pty Ltd","Remedial Contractors","Sealant Contractors"
9748,"3K Waterproofing","Remedial Contractors","Licensed Waterproofers"
9749,"Aqua Leak Detection","Remedial Contractors","Leak Detection Specialists"
9754,"VD Waterproofing & Constructions Pty Ltd","Remedial Contractors","Licensed Waterproofers"
9755,"Trace Leak Detection and Plumbing Melbourne","Remedial Contractors","Leak Detection Specialists"
9756,"Alpha Waterproofing","Remedial Contractors","Licensed Waterproofers"
9757,"Eternity Waterproofing","Remedial Contractors","Licensed Waterproofers"
9765,"Diamond Sealing - Caulking and Joint Sealing","Remedial Contractors","Sealant Contractors"
9769,"Pro Pacific Concreting","Remedial Contractors","Concreters"
9778,"Service Today Plumber Brendale","Remedial Contractors","Commercial Plumbers"
9779,"Service Today Plumber Kenmore","Remedial Contractors","Commercial Plumbers"
9783,"Waterproofing Perth","Remedial Contractors","Licensed Waterproofers"
9787,"Waterseal Waterproofing","Remedial Contractors","Licensed Waterproofers"
9788,"Master Tiling WA","Remedial Contractors","Tilers"
9792,"PROFESSIONAL WATERPROOFING -PERTH","Remedial Contractors","Licensed Waterproofers"
9794,"TerraVac Vacuum Excavation","Remedial Contractors","Earthmoving Contractors"
9795,"Best Concrete Cutting Perth","Remedial Contractors","Concrete Saw Cutting"
9804,"EasyAz Earthmoving","Remedial Contractors","Earthmoving Contractors"
9815,"After Hours Plumbing Como","Remedial Contractors","Commercial Plumbers"
9821,"After Hours Plumbing","Remedial Contractors","Commercial Plumbers"
9830,"JDF Waterproofing","Remedial Contractors","Licensed Waterproofers"
9834,"Perfect Tiling Installation and Services PTY LTD","Remedial Contractors","Tilers"
9845,"P.D. Excavations","Remedial Contractors","Earthmoving Contractors"
9846,"BRIGHT FUTURE PAINTING CONSTRUCTS PTY LTD","Remedial Contractors","Painters"
9848,"Upside Down Plumbing Adelaide","Remedial Contractors","Commercial Plumbers"
9852,"KALKAN - Civil Engineering & Construction Company","Remedial Contractors","Civil Engineers"
9854,"Eagle Tiling Stone & Renovation","Remedial Contractors","Tilers"
9855,"Service Today Plumber Glenelg","Remedial Contractors","Commercial Plumbers"
9858,"MacPlumb Plumbing Services","Remedial Contractors","Commercial Plumbers"
9859,"Imperial Concrete & Retaining Walls","Remedial Contractors","Retaining Wall Contractors"
9861,"Service Today Plumber Pooraka","Remedial Contractors","Commercial Plumbers"
9866,"CANBERRA WATERPROOFING | Complete Waterproofing Systems","Remedial Contractors","Licensed Waterproofers"
9875,"Contemporary Plumbing","Remedial Contractors","Commercial Plumbers"
9890,"RIK Joinery","Remedial Contractors","Joiners"
9925,"Powder Crew - Powder Coating and Sandblasting","Remedial Contractors","Industrial Painters"
9927,"Safeguard Coatings, Epoxy flooring & protective coatings","Epoxy Flooring Contractors","Protective Coating Contractors"
9937,"Sandblasters Sydney","Remedial Contractors","Industrial Painters"
9939,"All Districts Coating | Commercial Painters Sydney","Remedial Contractors","Painters"
9957,"Melbourne Protective Coatings","Remedial Contractors","Protective Coating Contractors"
9959,"Australian Steel Coating | Sandblasting Melbourne","Remedial Contractors","Industrial Painters"
9963,"Blastoff Surface Cleaning and Protective Coatings P/L ATF Blastoff SCPC Trust","Remedial Contractors","Protective Coating Contractors"
9978,"Texture Coating Qld","Remedial Contractors","Renderers"
9984,"Steady Protective Coatings","Remedial Contractors","Protective Coating Contractors"
9989,"Werkerr Protective Coatings","Remedial Contractors","Protective Coating Contractors"
10002,"Guardian Protective Coatings","Remedial Contractors","Protective Coating Contractors"
10006,"PT Powder Coating and Sandblasting Services","Remedial Contractors","Industrial Painters"
10019,"SA Paint and Protective Coatings","Remedial Contractors","Protective Coating Contractors"
10020,"Adflex Protective Coatings","Remedial Contractors","Protective Coating Contractors"
10023,"Adelaide Powder Coating & Sandblasting Services","Remedial Contractors","Industrial Painters"
10026,"BPS Blasting & Painting Services","Remedial Contractors","Painters"
10033,"Winguard Paint Protection Specialists","Remedial Contractors","Painters"
10038,"Painters Adelaide Commercial and House Painting services","Remedial Contractors","Painters"
10059,"APro Canberra Painting Pty Ltd","Remedial Contractors","Painters"
10062,"Bonza Painting","Remedial Contractors","Painters"
10068,"Janaki Painters & Roofing Canberra","Remedial Contractors","Roofing Contractors"
10071,"Prowse's Painting","Remedial Contractors","Painters"
10075,"Arizona roofing Canberra","Remedial Contractors","Roofing Contractors"
10089,"Programmed Commercial Painting Canberra","Remedial Contractors","Painters"
10090,"Autolac Industries Automotive Paint Specialists","Remedial Contractors","Painters"
10110,"Prodigy Painting Service","Remedial Contractors","Painters"
10115,"ENDRUST Rustproofing Darwin","Remedial Contractors","Roofing Contractors"
10116,"Programmed Commercial Painting Darwin","Remedial Contractors","Painters"
10118,"Darwin Painting Services Pty Ltd","Remedial Contractors","Painters"
10131,"Sydney Sealing and Caulking Services","Remedial Contractors","Sealant Contractors"
10132,"Top Seal Services Sydney -Professional Caulking & Sealing Contractors","Remedial Contractors","Sealant Contractors"
10135,"Ss seal caulking","Remedial Contractors","Sealant Contractors"
10136,"Dr. Silicone - Caulking Services Sydney","Remedial Contractors","Sealant Contractors"
10139,"Australian Caulking Company","Remedial Contractors","Sealant Contractors"
10142,"The Australian Caulking Company PTY LTD","Remedial Contractors","Sealant Contractors"
10147,"Complete Building Co - Tiling and Waterproofing Sydney","Remedial Contractors","Licensed Waterproofers"
10159,"Sydney Local Roofers","Remedial Contractors","Roofing Contractors"
10164,"Eastern Sealant Services - Quality Caulking","Remedial Contractors","Sealant Contractors"
10165,"Black Diamond Caulking & Sealant Services","Remedial Contractors","Sealant Contractors"
10166,"Tony Caulk's Pro Sealers","Remedial Contractors","Sealant Contractors"
10168,"Melbourne Caulking Pty Ltd","Remedial Contractors","Sealant Contractors"
10169,"Apex Caulking","Remedial Contractors","Sealant Contractors"
10170,"Elite Seal - The Caulking Specialist's","Remedial Contractors","Sealant Contractors"
10172,"Xtreme Caulking","Remedial Contractors","Sealant Contractors"
10173,"Melbourne Premier Caulking","Remedial Contractors","Sealant Contractors"
10174,"Professional Caulking Group","Remedial Contractors","Sealant Contractors"
10176,"Signed and Sealed Caulking","Remedial Contractors","Sealant Contractors"
10181,"Pro Caulking and Glazing","Remedial Contractors","Glaziers"
10184,"Victoria city caulking","Remedial Contractors","Sealant Contractors"
10187,"The Daily Caulker","Remedial Contractors","Sealant Contractors"
10190,"Premo Caulking","Remedial Contractors","Sealant Contractors"
10191,"Rockstar Sealing - Natural Stone Cleaning, Sealing and Restoration Experts","Remedial Contractors","Stone Restoration Contractors"
10194,"Protouch Caulking","Remedial Contractors","Sealant Contractors"
10196,"Diamond Sealing - Caulking Joint Sealing","Remedial Contractors","Sealant Contractors"
10201,"JUST SEAL - Silicone & Caulking Specialists","Remedial Contractors","Sealant Contractors"
10202,"Caulktech | Joint Sealing & Caulking","Remedial Contractors","Sealant Contractors"
10206,"Elite Caulking","Remedial Contractors","Sealant Contractors"
10218,"ABC Roof Restoration Brisbane","Remedial Contractors","Roof Leak Repair Contractors"
10221,"Budget Floor Sanding","Remedial Contractors","Floor Grinding Contractors"
10223,"Diamond Brothers Painting","Remedial Contractors","Painters"
10224,"SolarShield | Solar Panel Cleaning & Bird Proofing","Remedial Contractors","Roofing Contractors"
10228,"Silicone Caulking Perth","Remedial Contractors","Sealant Contractors"
10244,"ABC Tiling and Stone","Remedial Contractors","Tilers"
10250,"Tiler Tiling Perth","Remedial Contractors","Tilers"
10252,"Kili & Cousins roof restorations Perth","Remedial Contractors","Roof Leak Repair Contractors"
10257,"Top Caulking","Remedial Contractors","Sealant Contractors"
10260,"Silcaulk","Remedial Contractors","Sealant Contractors"
10266,"South Australian Concreters Supplies","Remedial Contractors","Concreters"
10269,"Lucas Caulking Co","Remedial Contractors","Sealant Contractors"
10271,"ASPEX Caulking","Remedial Contractors","Sealant Contractors"
10273,"SA CAULK","Remedial Contractors","Sealant Contractors"
10274,"Adelaide Floor Sanding & Timber Supplies","Remedial Contractors","Floor Grinding Contractors"
10284,"Draught Proofing Canberra","Remedial Contractors","Roofing Contractors"
10291,"ACT Roof Restoration","Remedial Contractors","Roof Leak Repair Contractors"
10293,"Bluestone Landscapes Construction","Remedial Contractors","Landscape Contractors"
10299,"JUST SEAL Darwin - Silicone & Caulking Specialists","Remedial Contractors","Sealant Contractors"
10304,"Sydney Structural Steel Fabrication","Remedial Contractors","Steel Fabricators"
10313,"Steel Fabrication Services","Remedial Contractors","Steel Fabricators"
10315,"Eastern Suburbs Steel Fabrication","Remedial Contractors","Steel Fabricators"
10326,"Hardy Steel Fabrications","Remedial Contractors","Steel Fabricators"
10333,"Western Sydney Steel Fabrication","Remedial Contractors","Steel Fabricators"
10336,"Cullen Steel Fabrications PTY Ltd.","Remedial Contractors","Steel Fabricators"
10341,"Sydney Structural Engineering","Remedial Contractors","Structural Engineers"
10345,"SYD Engineers (Sydney Stormwater & Structural Engineers Pty Ltd)","Stormwater Contractors","Structural Engineers"
10350,"Maxisteel Fabrication Aus Pty Ltd","Remedial Contractors","Steel Fabricators"
10351,"Steel Fabrication Sydney TubeCo Onsite","Remedial Contractors","Steel Fabricators"
10352,"Jones Structural Engineering","Remedial Contractors","Structural Engineers"
10356,"Newgen Steel - Steel Fabricator in Melbourne","Remedial Contractors","Steel Fabricators"
10357,"Uppal Steel Group | Structural Steel Supply & Install | Structural Steel Fabrication Specialist Melbourne","Remedial Contractors","Steel Fabricators"
10358,"THT Steel Fabrication Melbourne","Remedial Contractors","Steel Fabricators"
10370,"Tulla Steel Fabricators","Remedial Contractors","Steel Fabricators"
10371,"Atlas Steel Fabrication","Remedial Contractors","Steel Fabricators"
10374,"Any Steel Fabrication","Remedial Contractors","Steel Fabricators"
10378,"Mechcon Welding & Fabrication Pty Ltd","Remedial Contractors","Welders"
10382,"8 Star Metal Engineering - Structural Steel Fabricators | Laser Cutting | Custom Metal Fabrication | Wrought Iron Fencing","Remedial Contractors","Structural Engineers"
10386,"MSM Steel Fabrication pty ltd","Remedial Contractors","Steel Fabricators"
10393,"Northside steel fabrication","Remedial Contractors","Steel Fabricators"
10406,"Strength Engineering - Structural and Civil Engineering Consultancy","Remedial Contractors","Structural Engineers"
